web-scraper-order,web-scraper-start-url,News
"1701353280-19","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","2023 MTV Europe Music Awards Nominations List: Taylor Swift, Jung Kook, Miley Cyrus compete for Best Song; DIVINE and Dee MC nominated for Best Indian Act"
"1701353280-20","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Sara Ali Khan: It’s dangerous to get a tag as an actor"
"1701353280-21","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","It's all about Kohli: World Cup mania grips Delhi jersey markets"
"1701353280-22","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Swara Bhasker on childbirth: Hardest thing I’ve ever done"
"1701353280-23","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Don’t approach unauthorised intermediaries for film certification, the CBFC reiterates"
"1701353280-24","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Exclusive - Pandya Store actor Kanwar Dhillon attends his school’s 25th Annual Day as Chief Guest; says 'It is really a proud moment for me'"
"1701353280-25","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Kumkum Bhagya update, October 4: Ranbir and Prachi go for a drive"
"1701353280-26","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Yoga may complement standard treatment for heart issues: Study"
"1701353280-27","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","‘Creamy layer’ income cap unlikely to be upped soon"
"1701353280-28","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Army set for massive drill to test new-generation weapons, tech"
"1701353280-29","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","41% of amphibian species worldwide threatened with extinction: Study"
"1701353280-30","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","New bus shelter stolen in a week from busy Bengaluru road"
"1701353280-31","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","HC takes note of Maharashtra hospital deaths, seeks details on staff, medicines"
"1701353280-32","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Dutch politician Wopke Hoekstra appointed as EU's climate chief"
"1701353280-33","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Hindu marriage not valid without 'saat pheras', says Allahabad high court"
"1701353280-34","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Small plane spirals out of sky and crashes into Oregon home, killing two"
"1701353280-35","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","'Goonda tax' not paid, MLA's aides dig up 7km road stretch in UP"
"1701353280-36","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Hospital deaths rising, Rs 700 crore for medical supplies lies unused"
"1701353280-37","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Economy, energy now part of security issues: President Murmu"
"1701353280-38","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Now, teachers join row over IIT-Bombay's 'veg tables' policy"
"1701353280-39","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","At least 3 people shot in Massachusetts: Police"
"1701353280-40","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Shiv Sena MP who made dean clean toilets booked"
"1701353280-41","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Imtiaz Ali reveals if 'Jab We Met 2' with Kareena Kapoor Khan and Shahid Kapoor is on the cards"
"1701353280-42","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Manchester United captain Bruno Fernandes tops list for most minutes played in world football"
"1701353280-43","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Envoy conveys PM’s message to Maldives president"
"1701353280-44","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","ED summons actor Ranbir Kapoor to Raipur office in betting app case"
"1701353280-45","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","MP, MLA immunity important, but graft is another matter: Supreme Court"
"1701353280-46","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","JD(U) MLA goes to Bihar govt hospital with revolver, triggers row"
"1701353280-47","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","BLACKPINK star LISA scorches up the internet with BOLD pictures from Crazy Horse Paris - Pics Inside"
"1701353280-48","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","BLACKPINK star LISA scorches up the internet with BOLD pictures from Crazy Horse Paris - Pics Inside"
"1701353280-49","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Neeraj Chopra overcomes Chinese ‘goof-up’ to defend title"
"1701353280-50","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","NewsClick chief in 7-day police custody; 16 media bodies write to CJI"
"1701353280-51","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Gauahar Khan writes a heartfelt message for husband Zaid darbar, says 'We are graduating from the best universe called life'"
"1701353280-52","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Only those with sharp eyes can spot the tiger hiding among the zebras within 10 seconds"
"1701353280-53","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","14 dead, 22 armymen among 102 missing in Sikkim flash floods"
"1701353280-54","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Find SYL canal row solution or we’ll pass order: Supreme Court to Punjab"
"1701353280-55","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Cabinet nod to Act tweak for tribal university in Telangana"
"1701353280-56","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Cabinet OKs new terms of reference for Krishna panel"
"1701353280-57","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","ED raids Sanjay Singh in liquor case, arrests him"
"1701353280-58","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Ajit Pawar has his way again, replaces BJP's Chandrakant Patil as Pune guardian minister"
"1701353280-59","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Zoya Akhtar unveils 'The Archies' character posters featuring Suhana Khan, Agastya Nanda, Khushi Kapoor, Dot and others"
"1701353280-60","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Zoya Akhtar unveils 'The Archies' character posters featuring Suhana Khan, Agastya Nanda, Khushi Kapoor, Dot and others"
"1701353280-61","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Simone Biles leads US women's gymnastics team to 7th world championship title"
"1701353280-62","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","US gives Ukraine more than 1 million rounds of Iranian ammo seized at sea"
"1701353280-63","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","US gives Ukraine more than 1 million rounds of Iranian ammo seized at sea"
"1701353280-64","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Manchester City stage late comeback to beat RB Leipzig 3-1 in Champions League"
"1701353280-65","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","40 kids under age of 1 die every day in Maharashtra"
"1701353280-66","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Astroscale secures funding from Japanese government to fight against space debris"
"1701353280-67","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Astroscale secures funding from Japanese government to fight against space debris"
"1701353280-68","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","​A son who couldn’t escape the ‘sins’ of his father"
"1701353280-69","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Expats:Nicole Kidman starrer gets January 2024 release date"
"1701353280-70","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Aditi Bhatia fulfills her childhood dream of meeting Aishwarya Rai Bachchan; says, ""14 year old aditi is crying"""
"1701353280-71","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","AC Milan held to 2nd consecutive 0-0 draw in Champions League clash against Borussia Dortmund"
"1701353280-72","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Pune company to provide forces with 12 unmanned weaponised boats for coast, Pangong lake surveillance"
"1701353280-73","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","₹100 bribe too small an amount to prosecute under Prevention of Corruption Act: Bombay high court"
"1701353280-74","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Kylian Mbappé stunned as Newcastle United beat Paris Saint-Germain 4-1 in Champions League"
"1701353280-75","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Ahead of polls, government raises Ujjwala subsidy to Rs 300"
"1701353280-76","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Donald Trump falls off Forbes 400 list of wealthiest Americans"
"1701353280-77","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Barcelona claim hard-fought 1-0 victory over Porto in Champions League"
"1701353280-78","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Backed by BJP, outfits protest Rajasthan CM Ashok Gehlot's 'appeasement policy'"
"1701353280-79","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","New Mexico police officer charged for shooting black nurse"
"1701353280-80","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","2 youths get death sentence for Tripura minor's rape & murder"
"1701353280-81","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","IMF expects continuing US support for Ukraine despite Congress dropping aid"
"1701353280-82","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","IMF expects continuing US support for Ukraine despite Congress dropping aid"
"1701353280-83","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","DGCA sets up panel to check GPS spoofing in Indian airspace"
"1701353280-84","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Congress: Government will hike LPG price again after elections"
"1701353280-85","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Pain in the wrist can be due to this least expected reason"
"1701353280-86","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Congress to convene top panel meet on caste census"
"1701353280-87","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Eight, including 7 from 2 families, dead in UP accident"
"1701353280-88","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Supreme Court summons Jharkhand chief secretary for 'sleeping over' case"
"1701353280-89","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","12-hr jam as container truck overturns on Nashik h'way"
"1701353280-90","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Sloth bear attacks Class XI student in Surla"
"1701353280-91","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Ajit Pawar has his way, named Pune guardian minister"
"1701353280-92","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","PM Modi hails grit, spirit of athletes as India puts up best-ever Asiad show"
"1701353280-93","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Growing interest and appeal of triathlons"
"1701353280-94","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Excise probe: ED arrests AAP MP Sanjay Singh"
"1701353280-95","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","SC to ED: Why isn’t AAP accused if it’s beneficiary in Delhi excise case"
"1701353280-96","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","BJP's Chandrakant Patil edged out by Ajit in fierce battle for Pune"
"1701353280-97","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","CCP calls spl meet to discuss pay-parking tender process"
"1701353280-98","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","BJP outsourced to a handful of crony capitalists: Congress chief Mallikarjun Kharge"
"1701353280-99","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","HC: Can't accept govt's reasons for hosp deaths"
"1701353280-100","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","One nabbed for hurting religious sentiments"
"1701353280-101","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Asiad medallists expected for National Games in Goa: Amitabh Sharma"
"1701353280-102","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Cabinet nod for shack policy, CM meets railway officials"
"1701353280-103","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Mop attack: Teacher goes into hiding"
"1701353280-104","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","I-League: Manipur clubs told to look for home ground outside state"
"1701353280-105","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Lot of responsibility, says Mahesh Gawli after being appointed India U-23 coach"
"1701353280-106","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Mumbai: Man feigns link with min, dupes bizman of Rs 2cr"
"1701353280-107","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Stimac inks new contract after assurances from AIFF"
"1701353280-108","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Conversions continue: 4,906 sqm of orchards, fields open for construction"
"1701353280-109","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Uttarakhand inks MoUs worth Rs 18,850 crore at Delhi meet"
"1701353280-110","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Delhi: Twins enter pit in Yamuna Khadar to take bath, drown"
"1701353280-111","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Leopard sighted yet again in Mulgao"
"1701353280-112","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Heritage sites protection policy soon, says Sawant"
"1701353280-113","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Maharashtra: Hospital deaths rising, Rs 700cr for medical supplies lies unused"
"1701353280-114","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","‘Goa being ravaged by land speculation, time to stop it’"
"1701353280-115","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Pollution ranking: Slight air quality boost not enough to displace Delhi from top position"
"1701353280-116","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Pollution ranking: Slight air quality boost not enough to displace Delhi from top position"
"1701353280-117","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","HC directs FDA to fill vacant designated officer post through promotion, not direct recruitment"
"1701353280-118","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Feedback on NEP roll-out sought from colleges, students"
"1701353280-119","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Delhi: Work on new Sarai Kale Khan flyover likely to be wrapped up by this month"
"1701353280-120","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Lalu, Rabri, son get bail in rail land-for-job case; Tejashwi hails judiciary"
"1701353280-121","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","40 kids under age of 1 die every day in Maharashtra"
"1701353280-122","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Latin American visitors get a feel of ayurveda in Goa"
"1701353280-123","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","New Mormugao fish market to be ready by Feb"
"1701353280-124","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Left without service road, Uguem locals threaten to block NH 66"
"1701353280-125","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Cleanest area in Sattari to get Rs 2L as reward"
"1701353280-126","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Fire engulfs house at Khorlim, fire dept pegs loss at Rs 50,000"
"1701353280-127","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Minister part of smuggling racket: Cong"
"1701353280-128","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Teacher who hit child with mop surrenders, held"
"1701353280-129","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","President rule clamped in Maharashtra in 2019 with Sharad Pawar's nod: Deputy CM Devendra Fadnavis"
"1701353280-130","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Smart City digging on Panaji-Old Goa route till Oct 30"
"1701353280-131","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Body found in Poriem, autopsy report awaited"
"1701353280-132","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Margao civic body cracks down on retail fish sellers"
"1701353280-133","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Kavlem p’yat razes seven illegal structures at Dhavali"
"1701353280-134","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Region-specific antivenom essential, says researcher"
"1701353280-135","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","History researcher Valmiki Faleiro dies"
"1701353280-136","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Cancelled cab trips leave flyers at airport frustrated"
"1701353280-137","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Nearly 200 killed in Goa accidents this year, Road Safety Week is wake-up call"
"1701353280-138","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Delhi air pollution reduced 4%, Mum deteriorated over 5 years"
"1701353280-139","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Cops seize 20 quintal ganja growing in Ytl cotton, tur fields"
"1701353280-140","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Mona Singh reveals staying at a hotel to keep her identity secret while doing Jassi Jaissi Koi Nahin; says 'I was not allowed to wax, shape eyebrows or bleach'"
"1701353280-141","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Your daily horoscope: 5th October, 2023"
"1701353280-142","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Horoscope Today, October 5, 2023: Read your daily astrological predictions for Gemini; You may also plan to change the current job"
"1701353280-143","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Weather conditions behind huge jump in dengue, chikungunya cases in September"
"1701353280-144","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Gurgaon travel desk to Asian Games arena, design to martial art"
"1701353280-145","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Monsoon likely to exit Maharashtra early next week"
"1701353280-146","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Man stabbed by relative in Delhi's Sangam Vihar, suspect apprehended"
"1701353280-147","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Couple ride stolen scooter to hsg society, steal SUV"
"1701353280-148","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","India, Japan to launch $600 million climate fund"
"1701353280-149","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Noida airport may begin operations with 65 daily flights, 2 on foreign routes"
"1701353280-150","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Senior citizen duped of ₹1.3L in debit card swap fraud"
"1701353280-151","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Electric wires on doors shock late freedom fighter's kin"
"1701353280-152","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Expired licence doesn't imply careless driving: Consumer court"
"1701353280-153","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Swiss court sentences French-Swiss commentator to jail for homophobic remarks"
"1701353280-154","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Gujarat looks to draw Rs 5 lakh crore investment"
"1701353280-155","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Attacked by mom and bro, pregnant woman, 19, dies"
"1701353280-156","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Victim turns hostile, court orders action"
"1701353280-157","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Finance Ministers likely to endorse new World Bank plan next week"
"1701353280-158","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Bed of thorns before crown of gold for UP champ girls"
"1701353280-159","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","MLA's aides 'damage' 7km road, 20 booked"
"1701353280-160","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","47 years on, iconic Ashram Road set to get major revamp"
"1701353280-161","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Jewellery stolen while woman shops"
"1701353280-162","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","IMF: Green corridor pact to protect key mineral supplies"
"1701353280-163","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Squatters mow down land owner with tractor in Firozabad"
"1701353280-164","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Redevelopment resumes after jantri jump"
"1701353280-165","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","ED calls TMC's Abhishek Banerjee, wife on Oct 9 & 11; HC suggests 'examine all documents first'"
"1701353280-166","https://timesofindia.indiatimes.com/2023/10/5/archivelist/year-2023,month-10,starttime-45204.cms","Reliance Retail to buy UK-based Superdry's South Asian licences"
