web-scraper-order,web-scraper-start-url,News
"1701353205-35","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Cops carrying out fake encounters rewarded, SC told"
"1701353205-36","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","NIA arrests Maoist leader during raids at 62 sites in Andhra, T'gana; seizes arms"
"1701353205-37","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Abhishek leads TMC's Rajghat dharna seeking release of funds for WB"
"1701353205-38","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","BJP slams ‘circus’, says Bengal govt ‘looted’ rural job scheme funds"
"1701353205-39","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","China border posts to have additional intel personnel"
"1701353205-40","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","President, PM lead nation in paying homage to Mahatma Gandhi"
"1701353205-41","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Microsoft CEO says unfair practices by Google led to its dominance as search engine"
"1701353205-42","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Church collapse in Mexico kills 10 during collective baptism"
"1701353205-43","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","5 of family among 6 killed in UP 'land dispute'"
"1701353205-44","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Wind, solar to drive 2/3rd of India’s power growth in 10 years"
"1701353205-45","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","‘Those engaged in love jihad, conversions are demons’"
"1701353205-46","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Congress vows to expose ‘fake followers’ of Mahatma"
"1701353205-47","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Manali-Leh road closed due to snowfall"
"1701353205-48","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","GIDC spends Rs 40cr to improve infra at industrial estates"
"1701353205-49","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Calangute cop dashed by car yet puts brakes on suspect"
"1701353205-50","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Sun shines over Goa after week of heavy rainfall"
"1701353205-51","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Chargesheet against two whose attack put man in fatal accident"
"1701353205-52","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Panaji corp all set to get new building"
"1701353205-53","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Those who cause mischief online will be punished: DGP"
"1701353205-54","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","History-sheeter held with drugs worth Rs 2.5 lakh"
"1701353205-55","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","23-yr-old UP man held for raping minor"
"1701353205-56","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Kyiv criticises Musk for making fun of Zelensky"
"1701353205-57","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","2 days into new job, help flees with Rs 2 crore in cash, jewellery in Delhi"
"1701353205-58","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Delhi: How three terror suspects engineered nefarious plan using tech know-how"
"1701353205-59","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Based on over 100-yr-old records, HC grants caste certificate to student"
"1701353205-60","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Inflation above its target, but RBI unlikely to change rates"
"1701353205-61","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Parents kill 3 girls with poison, blame 'poverty'"
"1701353205-62","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Water supply may be hit in south Delhi"
"1701353205-63","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Pakistan inflation up 31.4% y/y amid high energy prices"
"1701353205-64","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Private sector must do 80% of climate funding"
"1701353205-65","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Like mother, like daughter: Harmilan follows in mom’s footsteps to clinch silver"
"1701353205-66","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","100+ dolphins die in Amazon as water temp reaches 39C"
"1701353205-67","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Dixon arm to make phones for Xiaomi"
"1701353205-68","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Boyfriend arrested for killing woman with brick at home in Greater Noida"
"1701353205-69","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","On this 4km Delhi link road, look down for craters & up for dust they kick up"
"1701353205-70","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Lalu, Nitish promise all-India caste census if INDIA forms govt"
"1701353205-71","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Lalu, Nitish promise all-India caste census if INDIA forms govt"
"1701353205-72","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Indian tycoon, son killed in a plane crash in Zimbabwe"
"1701353205-73","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Delhi govt may pay Rs 415 crore as last instalment of RapidX share soon"
"1701353205-74","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Centre won’t take up 2 new RapidX projects without MoUs with Delhi"
"1701353205-75","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","RBI steps up interaction with govt to have better grip on food prices"
"1701353205-76","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","EV sales gain in Delhi at expense of diesel"
"1701353205-77","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","At US trial, Nadella hits out at 'dominant' Google"
"1701353205-78","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Court directs FIR on ‘illegal activities’ at parking near mall"
"1701353205-79","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Teen dies, 3 hurt as dumper hits them on closed Dwarka expressway"
"1701353205-80","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Speeding BMW kills CISF jawan at Mumbai airport's T2 checkpost, teen held"
"1701353205-81","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Drugs worth Rs 13 lakh seized in two cases"
"1701353205-82","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","NITI Aayog workshop for women entrepreneurs"
"1701353205-83","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","GIS mapping of South Goa municipalities to start soon"
"1701353205-84","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","GU clause discriminates against deaf and mute: Disability rights’ body"
"1701353205-85","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","20-year-old held for raping minor"
"1701353205-86","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Russia may be planning to test Nuclear powered missile"
"1701353205-87","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Delhi: At Gandhi Darshan, a towering message of unity in diversity"
"1701353205-88","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Bihar caste census: Report false, bid to create confusion, says Giriraj Singh"
"1701353205-89","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Abu Dhabi's IHC ramps up stake in Adani Enterprises"
"1701353205-90","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Holiday cheer chokes central Delhi"
"1701353205-91","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","IIT-Bombay protester fined Rs 10,000 for eating non-vegetarian food at ‘veg-only’ table"
"1701353205-92","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","BigBasket looks to turn profitable in 6-9 mths"
"1701353205-93","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Shoaib Ibrahim and Dipika Kakar take their little Ruhaan for an outing for the first time, write ""Ghumi time"""
"1701353205-94","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Horoscope Today, October 3, 2023: Read your daily astrological predictions for Taurus; Job seekers may get job with the help of any relative or friend’s reference"
"1701353205-95","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Filmmaker held for duping actor Vivek Oberoi of Rs 1.55 crore"
"1701353205-96","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Slovakia's Fico gets 2 weeks to form govt"
"1701353205-97","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","US budget setback for Kyiv harbinger of war fatigue: Russia"
"1701353205-98","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Petrol sales gather steam, diesel still under water"
"1701353205-99","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","DRI sells jeweller's gold, Bombay HC notices to senior officers"
"1701353205-100","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","EU ministers meet in Kyiv to support Ukraine amid signs of strain in allies"
"1701353205-101","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Accenture to train 2.5L of its staff in AI"
"1701353205-102","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Sebi extends deadline on market buzz"
"1701353205-103","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Maharashtra midday meal: Dal-khichdi every day (no veggies, fruit, sweet)!"
"1701353205-104","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Calcutta HC finds HUL not guilty in 'Red Label' branding case"
"1701353205-105","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","WHO recommends second malaria vax, it will be rolled out next year"
"1701353205-106","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Calling off alliance with BJP is a decision of 2 crore AIADMK cadres: Edappadi K Palaniswami"
"1701353205-107","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Chennai: Man stabs wife, tries to kill himself"
"1701353205-108","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Two teenagers hack rowdy to death"
"1701353205-109","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","First full-size model of a sleeper version of Vande Bharat to be released mid-Oct"
"1701353205-110","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Juvenile, 17, detained for murdering 18-year-old girl in Tirunelveli"
"1701353205-111","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","School leaving certificate not enough to prove age, says Gujarat HC"
"1701353205-112","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Watering hole Diu disappoints tourists escaping from dry Gujarat"
"1701353205-113","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","AAR ruling may benefit e-comm players which facilitate logistics"
"1701353205-114","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Witness list reads like a Trump family reunion"
"1701353205-115","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Jurist presiding at trial will serve as judge and jury"
"1701353205-116","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","'GPS signals can predict heavy rain six hours in advance'"
"1701353205-117","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Urged India to cooperate with Canada in its probe into Khalistani separatist's death: US"
"1701353205-118","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Urged India to cooperate with Canada in its probe into Khalistani separatist's death: US"
"1701353205-119","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Two more people die of heart attack in Rajkot"
"1701353205-120","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Customer denied rooms he booked, gets Rs 8,000"
"1701353205-121","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Trump accused of reaping $1bn from fraud as New York civil trial starts"
"1701353205-122","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","If party permits, would contest LS poll from Wardha: NCP neta Sule"
"1701353205-123","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","If no in-law of a woman has a govt job, will she be eligible for extra marks in test for Group C post in Haryana? HC to decide"
"1701353205-124","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Bushfires in parts of southeast Australia amid spring heatwave"
"1701353205-125","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Bushfires in parts of southeast Australia amid spring heatwave"
"1701353205-126","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","60 held, 24 FIRs filed over Shivamogga violence"
"1701353205-127","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Karnataka: Constipated python goes under the knife, released"
"1701353205-128","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Activists gather to assert right to protest, detained"
"1701353205-129","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Woman mowed down by Kannada actor Nagabhushana had seen his film days ago"
"1701353205-130","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Tunisia rejects EU financial aid, casting doubt on an immigration deal"
"1701353205-131","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Clad in gold-coated trousers, Kerala man lands at KIA; held"
"1701353205-132","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Modi, Sunak extend greetings ahead of Akshardham Temple inauguration in New Jersey"
"1701353205-133","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Modi, Sunak extend greetings ahead of Akshardham Temple inauguration in New Jersey"
"1701353205-134","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Rajasthan govt cuts development fees by 50% in new renewable policy"
"1701353205-135","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","In seven days, 140 dengue cases reported in Jaipur"
"1701353205-136","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Slovakia accuses Russia of election interference"
"1701353205-137","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","At least 13 people were killed at a nightclub fire in Spain's southeastern city of Murcia"
"1701353205-138","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Ladakh hosts world's highest fashion show"
"1701353205-139","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","PM Modi inaugurates development projects worth Rs 7,000 crore in Chittorgarh"
"1701353205-140","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Centre must implement OPS in country: Rajasthan CM Ashok Gehlot"
"1701353205-141","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Telangana CM K Chandrasekhar Rao announces new PRC, seeks report in 6 months"
"1701353205-142","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Election commission officials visit to Telangana today sparks election date buzz"
"1701353205-143","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Hyderabad: Old City set to log into IT boom with Rs 700 crore iconic tower at Malakpet"
"1701353205-144","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Cristiano Ronaldo leads Al-Nassr to victory in Asian Champions League"
"1701353205-145","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Donald Trump says he will be in courtroom for New York trial scrutinizing his business practices"
"1701353205-146","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Sophie Turner, Joe Jonas divorce update: GOT actress was compared to sister-in-law Priyanka Chopra by the Jonas family"
"1701353205-147","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Giridih school head held for rape, 'conversion' bid"
"1701353205-148","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","2 held for murder of Hyderabad man in UK"
"1701353205-149","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","4-year-old tries to open fridge in supermarket in Telangana, electrocuted"
"1701353205-150","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Auto driver stabbed by trans wife, dies"
"1701353205-151","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Ford temporarily lays off 300 more US workers due to strike"
"1701353205-152","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Big Brother 25: Mecole or Felecia to be evicted in the upcoming elimination round"
"1701353205-153","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Jharkhand: Humiliated by loan collection staff, minor girl kills self"
"1701353205-154","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Only 62 of 473 CCTV cams working in Pkl"
"1701353205-155","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Streetlights in Adityapur industrial area to be repaired ahead of Puja"
"1701353205-156","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","4 held for Manipur students' 'murder' in 5-day CBI custody"
"1701353205-157","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Women safety top priority for Chhattisgarh: CM Bhupesh Baghel"
"1701353205-158","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","'Largest' Ambedkar statue in North America to be unveiled on Oct 14"
"1701353205-159","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","How their research helped world win the Covid war"
"1701353205-160","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","RJD promises census if INDIA bloc voted to power in Lok Sabha polls"
"1701353205-161","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Will share economic data of survey today: Bihar CM Nitish Kumar"
"1701353205-162","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Civic body to recover ₹1.5cr dues from taxi stands in instalments"
"1701353205-163","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Man shot dead in Begusarai"
"1701353205-164","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Gaya teacher arrested for bid to molest girl"
"1701353205-165","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Heavy rain likely in parts of Bihar today: Met dept"
"1701353205-166","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Chelsea bounce back with a 2-0 Premier League win over Fulham"
"1701353205-167","https://timesofindia.indiatimes.com/2023/10/3/archivelist/year-2023,month-10,starttime-45202.cms","Church roof collapses in north Mexico, killing at least nine and injuring about 50, officials say"
